date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:32:51	26681/26681	---M--	200	added ('OK')	image/jpeg	date:Mon,%2030%20Aug%202021%2007:24:04%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/blog3-390x290.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2020/09/blog3-390x290.jpg	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:51	77880/77880	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jul%202023%2005:42:00%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/07/blog1-1.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/07/blog1-1.jpg	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:51	58089/58089	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Jul%202023%2005:40:35%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/07/blog2-1.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/07/blog2-1.jpg	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:52	1788/1788	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Aug%202022%2011:34:03%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2022/08/logo-footer.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2022/08/logo-footer.png	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:52	31086/31086	---M-Z	200	added ('OK')	text/css	date:Sun,%2004%20Feb%202024%2009:26:18%20GMT	https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/plugins/revslider/public/assets/fonts/font-awesome/css/font-awesome.css?ver=1707038778	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/plugins/revslider/public/assets/fonts/font-awesome/css/font-awesome60b0.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:52	2469122/2469122	---M--	200	added ('OK')	image/gif	date:Fri,%2022%20Jul%202022%2004:26:28%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2022/07/prealoader-img.gif	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2022/07/prealoader-img.gif	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:52	18468/18468	---M-Z	200	added ('OK')	text/css	date:Wed,%2024%20Aug%202022%2004:25:28%20GMT	https://wp.ditsolution.net/itsoft/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.7.2	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/plugins/elementor/assets/lib/animations/animations.minf3df.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:52	50205/50205	---M-Z	200	added ('OK')	text/css	date:Sun,%2004%20Feb%202024%2009:26:18%20GMT	https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=1707038778	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/plugins/revslider/public/assets/css/rs660b0.css	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:53	8892/8892	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2004%20Feb%202024%2009:25:22%20GMT	https://wp.ditsolution.net/itsoft/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/plugins/wp-rocket/assets/js/lazyload/17.8.3/lazyload.min.js	(from https://wp.ditsolution.net/itsoft/new-it-consulting/)
15:32:53	4989/4989	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Sep%202023%2010:07:42%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/09/feature-box-shape1.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/09/feature-box-shape1.png	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/widgets/css/widget-style-two.css?ver=1707038774)
15:32:54	3964/3964	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Sep%202023%2005:08:15%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/09/Consen-2vb.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/09/Consen-2vb.jpg	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/widgets/css/widget-style-three.css?ver=1707038774)
15:32:54	106/106	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jul%202023%2004:30:09%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/07/section-sub-shape1.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/07/section-sub-shape1.png	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/widgets/css/widgets-style.css?ver=1707038776)
15:32:54	14308/14308	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Apr%202023%2006:20:01%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/04/feature.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/04/feature.jpg	(from https://wp.ditsolution.net/itsoft/wp-content/uploads/elementor/css/post-7712.css?ver=1693477589)
15:32:54	18524/18524	---M--	200	added ('OK')	image/jpeg	date:Thu,%2020%20Apr%202023%2008:59:29%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/04/counter.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/04/counter.jpg	(from https://wp.ditsolution.net/itsoft/wp-content/uploads/elementor/css/post-7712.css?ver=1693477589)
15:32:55	27788/27788	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20May%202023%2004:21:06%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/skill.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/skill.jpg	(from https://wp.ditsolution.net/itsoft/wp-content/uploads/elementor/css/post-7712.css?ver=1693477589)
15:32:55	17094/17094	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20May%202023%2005:46:51%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/case-1.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/case-1.jpg	(from https://wp.ditsolution.net/itsoft/wp-content/uploads/elementor/css/post-7712.css?ver=1693477589)
15:32:55	14327/14327	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20May%202023%2010:28:29%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/p.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/p.jpg	(from https://wp.ditsolution.net/itsoft/wp-content/uploads/elementor/css/post-7712.css?ver=1693477589)
15:32:55	18155/18155	---M--	200	added ('OK')	image/jpeg	date:Sat,%2006%20May%202023%2011:29:44%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/01_Home-1.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/01_Home-1.jpg	(from https://wp.ditsolution.net/itsoft/wp-content/uploads/elementor/css/post-7712.css?ver=1693477589)
15:32:56	13480/13480	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20May%202023%2004:28:08%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/01_Home-10.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2023/05/01_Home-10.jpg	(from https://wp.ditsolution.net/itsoft/wp-content/uploads/elementor/css/post-7712.css?ver=1693477589)
15:32:56	17272/17272	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20May%202023%2008:41:23%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2022/08/footer.jpg	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2022/08/footer.jpg	(from https://wp.ditsolution.net/itsoft/wp-content/uploads/elementor/css/post-7567.css?ver=1693477589)
15:32:56	5829/5829	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Aug%202022%2010:18:41%20GMT	https://wp.ditsolution.net/itsoft/wp-content/uploads/2022/08/mail.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/uploads/2022/08/mail.png	(from https://wp.ditsolution.net/itsoft/wp-content/uploads/elementor/css/post-7567.css?ver=1693477589)
15:32:56	15933/15933	---M--	200	added ('OK')	image/png	date:Thu,%2031%20Aug%202023%2007:35:12%20GMT	https://wp.ditsolution.net/itsoft/wp-content/themes/itsoft/venobox/preload-circle.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/themes/itsoft/venobox/preload-circle.png	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/venobox/venobox.css?ver=1707038776)
15:32:57	1144/1144	---M--	200	added ('OK')	image/gif	date:Thu,%2031%20Aug%202023%2007:35:12%20GMT	https://wp.ditsolution.net/itsoft/wp-content/themes/itsoft/venobox/close.gif	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/themes/itsoft/venobox/close.gif	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/venobox/venobox.css?ver=1707038776)
15:32:57	1177/1177	---M--	200	added ('OK')	image/gif	date:Thu,%2031%20Aug%202023%2007:35:12%20GMT	https://wp.ditsolution.net/itsoft/wp-content/themes/itsoft/venobox/prev.gif	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/themes/itsoft/venobox/prev.gif	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/venobox/venobox.css?ver=1707038776)
15:32:57	1177/1177	---M--	200	added ('OK')	image/gif	date:Thu,%2031%20Aug%202023%2007:35:12%20GMT	https://wp.ditsolution.net/itsoft/wp-content/themes/itsoft/venobox/next.gif	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/themes/itsoft/venobox/next.gif	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/venobox/venobox.css?ver=1707038776)
15:32:58	88089/88089	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202024%2010:03:10%20GMT	https://wp.ditsolution.net/itsoft/wp-content/themes/itsoft/assets/css/owl.video.play.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/themes/itsoft/assets/css/owl.video.play.png	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/assets/css/owl.carousel.css?ver=1707038776)
15:33:00	88089/88089	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202024%2010:03:11%20GMT	https://wp.ditsolution.net/itsoft/wp-content/themes/itsoft/assets/images/circle-small.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/themes/itsoft/assets/images/circle-small.png	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/style.css?ver=1707038778)
15:33:01	88089/88089	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202024%2010:03:12%20GMT	https://wp.ditsolution.net/itsoft/wp-content/themes/itsoft/assets/images/shape6.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/themes/itsoft/assets/images/shape6.png	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/style.css?ver=1707038778)
15:33:02	2571/2571	---M--	200	added ('OK')	image/png	date:Sat,%2027%20Aug%202022%2006:19:47%20GMT	https://itsoft.dreamitsolution.net/wp-content/uploads/2022/08/port.png	C:/My%20Web%20Sites/gsdffsdfg/itsoft.dreamitsolution.net/wp-content/uploads/2022/08/port.png	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/themes/itsoft/style.css?ver=1707038778)
15:33:02	70/70	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Aug%202022%2004:32:46%20GMT	https://wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=1707038778)
15:33:03	70/70	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Aug%202022%2004:32:46%20GMT	https://wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=1707038778)
15:33:03	70/70	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Aug%202022%2004:32:46%20GMT	https://wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=1707038778)
15:33:03	71/71	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Aug%202022%2004:32:46%20GMT	https://wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=1707038778)
15:33:03	90/90	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Aug%202022%2004:32:46%20GMT	https://wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=1707038778)
15:33:03	2545/2545	---M--	200	added ('OK')	image/gif	date:Wed,%2024%20Aug%202022%2004:32:46%20GMT	https://wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/gsdffsdfg/wp.ditsolution.net/itsoft/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://wp.ditsolution.net/itsoft/wp-content/cache/min/1/itsoft/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=1707038778)
